,azimuth,differential_reflectivity,differential_phase,horizontal_power,vertical_power,resultant_voltage_phi,resultant_voltage_theta,frequency
57,114,18.742926788672914,-100.1615210489336,165.96417603416668,2.21677530766659,(12.184666380185156-4.18307079043043j),(0.22742221585245392+1.4714123974614832j),5.6
58,116,18.775385756565555,-97.67390576329785,154.7367840746447,2.051421916083171,(11.773586610102074-4.014902540419865j),(0.2771173768370412+1.4052145300765033j),5.6
59,118,18.787601987370472,-94.82642711390277,143.5264313521595,1.8974558867419957,(11.348353617695384-3.8394402612750156j),(0.330106281612375+1.3373427868658232j),5.6
60,120,18.773177294451052,-91.58460702783594,132.44808670861465,1.7568228021134684,(10.911775163103503-3.6580390236426084j),(0.38638493160246323+1.2678838616939754j),5.6
61,122,18.723752002078854,-87.91767185495222,121.60673593638963,1.6314825441363858,(10.466679657284413-3.4720819241743524j),(0.44594830769307325+1.1969179800646617j),5.6
62,124,18.62881628647453,-83.80344666223493,111.0960103494253,1.5234101130664663,(10.01589371378309-3.282968696717297j),(0.5087903441434038+1.124518785424638j),5.6
63,126,18.47579299568452,-79.23487187202987,100.99718012015032,1.4345971004297697,(9.56222092300494-3.092104645673703j),(0.5749039275241223+1.0507533366814061j),5.6
64,128,18.250585293647713,-74.22752906042392,91.37851588987095,1.3670536880953328,(9.108422084871847-2.900890038193407j),(0.6442809219646763+0.9756822134730546j),5.6
65,130,17.93875693244597,-68.82657366915129,82.29501071294465,1.3228110462178169,(8.657197097720596-2.710710077482048j),(0.7169122208622047+0.899359724357411j),5.6
66,132,17.527360724775928,-63.11047238453686,73.78844417370604,1.3039240056025434,(8.211168660822917-2.52292556315592j),(0.7927878239410093+0.8218342118781761j),5.6
67,134,17.007140845689616,-57.188720671016625,65.88776182485331,1.3124738840469783,(7.77286790614394-2.338864326653187j),(0.8718969371951966+0.7431484474562358j),5.6
68,136,16.374522333765263,-51.19211393461928,58.60973613987137,1.3505713504213694,(7.344722032790943-2.1598135106778678j),(0.9542280918376798+0.6633401082168862j),5.6
69,138,15.63269863443604,-45.25710148389073,51.95987005872433,1.4203592138365515,(6.9290439760399405-1.9870127419895796j),(1.0397692769545248+0.5824423272204864j),5.6
70,140,14.79140298290989,-39.508688790154885,45.933500948636755,1.524015027397195,(6.5280241027117825-1.8216482270325363j),(1.128508079173213+0.5004843080836604j),5.6
71,142,13.86548983783756,-34.04715568032176,40.51706132899364,1.6637533962049575,(6.143723886801853-1.664847780349298j),(1.220431821368892+0.4174919946480009j),5.6
72,144,12.87290848286585,-28.94188846471082,35.68945287758078,1.8418278769867629,(5.778071484360473-1.5176767769196233j),(1.3155276912691964+0.3334887861543485j),5.6
73,146,11.832750053980067,-24.2323948666606,31.423491841559922,2.060532351902545,(5.432859095197007-1.381135001835472j),(1.4137828498770348+0.24849628829444126j),5.6
74,148,10.763820192922962,-19.9341869550103,27.687386778084193,2.3222017516775204,(5.109741971548225-1.2561543544814315j),(1.5151845089078848+0.16253509049768822j),5.6
75,150,9.68385991641148,-16.046588271548135,24.44621327664601,2.629211993625535,(4.810238910699605-1.1435973498734138j),(1.6197199660177684+0.0756255598917045j),5.6
76,152,8.609299496006862,-12.5601766274549,21.66335469057809,2.9839789888471673,(4.535734049934291-1.044256347284883j),(1.72737658650186-0.012211357514588128j),5.6
77,154,7.555336688997444,-9.462605990901531,19.30188265473849,3.3889565605594343,(4.2874797681542836-0.9588534259239943j),(1.838141720370785-0.10095333769502113j),5.6
78,156,6.536139366986734,-6.742369735198967,17.325856034908398,3.8466331031549763,(4.066600489115608-0.8880408193507207j),(1.9520025443348734-0.19057589056634594j),5.6
79,158,5.565023922760125,-4.390528467413801,15.701521712498538,4.3595267999532545,(3.8740971763233354-0.8324018145716048j),(2.0689458191760033-0.28105159182504613j),5.6
80,160,4.654516813196846,-2.4006322401318236,14.398405061019297,4.930179207898727,(3.7108523090546273-0.7924520183602521j),(2.1889575543130575-0.37234934311010015j),5.6
81,162,3.816253462208708,-0.7671746554307154,13.39028196246848,5.561147010587403,(3.577635132490035-0.7686408922517016j),(2.3120225730098714-0.46443366854720625j),5.6
82,164,3.0607067380565356,0.5169677773197742,12.656027627191216,6.254991737956114,(3.4751069822377354-0.7613534587783484j),(2.438123973606036-0.557264055258931j),5.6
83,166,2.396771109960451,1.4635073396903622,12.180340245450466,7.0142672527177,(3.403826494270106-0.7709120847122228j),(2.5672424843407797-0.6507943448690092j),5.6
84,168,1.8312617512903047,2.0913917938027162,11.954339578285134,7.841504810772507,(3.364254525134939-0.7975782522074043j),(2.699355711693179-0.7449721823812756j),5.6
85,170,1.3684185441168544,2.4283772943472184,11.97604199019151,8.739195516292884,(3.3567586238405704-0.8415542356042587j),(2.8344372846764982-0.8397385280720453j),5.6
86,172,1.0095246394487003,2.5109763226719233,12.250714170519952,9.709770012071088,(3.3816169156936624-0.9029846100651087j),(2.972455900052477-0.9350272372045145j),5.6
87,174,0.7527451998338468,2.38264222973641,12.791107945459661,10.755575272788645,(3.4390212791963513-0.9819575279483104j),(3.113374275988485-1.0307647114651457j),5.6
88,176,0.5932553903040578,2.0905590042022637,13.617578232578099,11.878848402945481,(3.529079719528833-1.0785057096688893j),(3.2571480241283957-1.1268696250507289j),5.6
89,178,0.523662537992843,1.681802057495448,14.758085437736984,13.081687382595751,(3.6518178657817537-1.1926071075145337j),(3.4037244523725043-1.2232527273287577j),5.6
90,180,0.5346568805389096,1.1997529238065732,16.248082556557854,14.366018752554318,(3.807179543640813-1.324185213269196j),(3.5530413127757923-1.3198167229819424j),5.6
91,182,0.6157759233844848,0.6814593312009185,18.130286045246617,15.733562286343606,(3.9950264002957527-1.4731089933153556j),(3.7050255108552923-1.4164562295585015j),5.6
92,184,0.7561565189132923,0.1562554836889031,20.454328300390152,17.185792758563082,(4.2151365836735595-1.6391924479349438j),(3.8595917941986606-1.5130578114260693j),5.6
93,186,0.9451744131388722,-0.3544204787263213,23.276288467110817,18.72389898824066,(4.467202503313921-1.8221938045928758j),(4.0166414395630525-1.609500088296209j),5.6
94,188,1.1729161906696088,-0.8363200063874496,26.65809741146298,20.34874041076161,(4.750827725071069-2.021814367878275j),(4.176060958650423-1.7056539157746278j),5.6
95,190,1.430473460555661,-1.2811745451572134,30.666812171219885,22.060801512556996,(5.065523075966473-2.2376970612822107j),(4.33772084342468-1.8013826348325006j),5.6
96,192,1.7100809511020354,-1.685321339683285,35.37375515623274,23.860144548196825,(5.410702058703055-2.469424707938929j),(4.501474372215595-1.8965423866824151j),5.6
97,194,2.0051356197439056,-2.048398402507564,40.85351390787456,25.74636104899625,(5.785675697207708-2.716518108648396j),(4.6671564979425355-1.9909824893024604j),5.6
98,196,2.3101361494660333,-2.3722346132140655,47.18279843298625,27.718522724462975,(6.1896469548379365-2.9784339857468227j),(4.834582839606428-2.08454587175385j),5.6
99,198,2.6205767395041657,-2.6599780472552075,54.43915506511708,29.775132451387364,(6.621704885218471-3.254562870523614j),(5.003548797748899-2.177069562492873j),5.6
100,200,2.932820674933146,-2.9154540912698153,62.699538512760434,31.914076138211588,(7.080818691760271-3.5442270197010224j),(5.173828813889152-2.268385228038208j),5.6
101,202,3.243970815247765,-3.1427195093066,72.03874723787679,34.13257634210223,(7.565831885417484-3.846678452831337j),(5.3451757930156205-2.358319758612489j),5.6
102,204,3.551747303171861,-3.345770760769564,82.52773154066793,36.42714860027391,(8.075456740853863-4.161097207139702j),(5.517320707053053-2.446695897694993j),5.6
103,206,3.8543778205392205,-3.5283667879497824,94.23178864103919,38.79356151234675,(8.608269258552895-4.486589909195223j),(5.689972395842483-2.533332912764782j),5.6
104,208,4.150502421194447,-3.693932736979035,107.20866453549489,41.226801673603994,(9.162704844255922-4.822188763678165j),(5.862817580572258-2.618047304869957j),5.6
105,210,4.439092970524368,-3.845518410597004,121.50658831806017,43.721044606033914,(9.737054917134573-5.166851058310622j),(6.035521102775039-2.7006535549735156j),5.6
106,212,4.719386129724158,-3.9857920429829945,137.16227078990877,46.26963286167568,(10.329464654054414-5.519459280631511j),(6.207726399990353-2.78096490530508j),5.6
107,214,4.990828321980992,-4.117055599021786,154.19890530869822,48.86506247683807,(10.937932068968921-5.878821936691011j),(6.379056226963014-2.858794174137492j),5.6
108,216,5.253030974370549,-4.24127212921507,172.62421467293643,51.49897893317753,(11.560308613774636-6.243675153883677j),(6.549113628850778-2.933954602508112j),5.6
109,218,5.505734385563402,-4.3600988971512775,192.42859309805038,54.162183728820054,(12.194301469783412-6.612685140099176j),(6.717483170343222-3.006260731369723j),5.6
110,220,5.748778724761859,-4.474922259349386,213.58339670010662,56.84465257711132,(12.83747767737105-6.984451559221137j),(6.8837324218690785-3.075529307488354j),5.6
111,222,5.982080861039115,-4.586891839277563,236.03943903756885,59.53556613023419,(13.487270225522042-7.357511868921138j),(7.047413701233815-3.141580216053076j),5.6
112,224,6.205615920195482,-4.696952587803949,259.7257498559573,62.223353967976756,(14.140986193102307-7.7303466508590155j),(7.208066066047544-3.2042374374366567j),5.6
113,226,6.419402650667356,-4.805874011106037,284.5486549498587,64.89575239862448,(14.795817000166249-8.10138594608664j),(7.36521754924818-3.263330024816847j),5.6
114,228,6.623491843202366,-4.9142762858537035,310.3912327628691,67.53987638943305,(15.448850790973413-8.469016589965399j),(7.518387626866492-3.3186930984370773j),5.6
115,230,6.817957188735628,-5.022653251210456,337.1131988101644,70.14230568042923,(16.09708693116231-8.831590521574697j),(7.667089903932569-3.370168851177122j),5.6
116,232,7.002888076047473,-5.131392424953403,364.5512621392609,72.68918484094647,(16.737452560508356-9.187434022837564j),(7.81083500112446-3.417607558827597j),5.6
117,234,7.178383927592139,-5.240792275638052,392.5199888433846,75.16633670785694,(17.366821100680372-9.534857822765247j),(7.949133621396516-3.460868587080485j),5.6
118,236,7.344549751072239,-5.351077021209364,420.8131962160577,77.5593883044664,(17.982032575185546-9.87216798282037j),(8.081499772433684-3.499821385816811j),5.6
